V1
X175P_6H_17P,0.999999999999999
X112H_10P,0.999999999999999
X148H_239P,0.999999999999999
X6P_4H_204P,0.999999999999999
X6P_4H_103P,1
X26H_1P,9.46099562344434e-22
X142H_243P,0.999999999999999
X128H_219P,0.999999999999999
X124P_64H,3.78641112511525e-05
X110P_131H,1
X206P_121H,0.069498069498077
X22P_2H_115P,0.069498069498077
X48H_134P,1
X37P_79H_83P,0.39733032775565
X66H_222P,1
X111P_42H,8.90136221887837e-05
X40P_20H,0.481057015511101
X49P_70H_88P,1
X82P_97H,0.999999999999999
X13H_30P,6.2630284985849e-12
X91P_96H,0.607299173321293
X210P_42H_28P,0.265780730897061
X33P_23H_76P,1
X57H_29P,0.00324240286200705
X74P_45H,0.409107050589787
X129H_131P,0.999999999999999
X13P_3H_231P,0.999999999999999
X49P_70H_237P,0.142857142857158
X2P_52H,0.444536612453227
X66P_20H,1
X5P_21H_212P,0.069498069498077
X55P_50H,1
X117P_23H_76P,0.069498069498077
X95P_62H,0.596669548711664
X81P_10H,0.150784891624331
X233P_60H,0.999999999999999
X87H_45P,9.71830376510474e-11
X110P_131H_158P,0.999999999999999
X43P_86H_135P,1
X85H_172P,0.142857142857158
X79H_200P,1
X121P_23H,0.275735187184213
X228P_145H,0.999999999999999
X74P_45H_157P,1
X123P_23H,0.0543712915444127
X242P_147H,0.999999999999999
X7P_16H,1.54438881234692e-08
X87P_40H,0.24610833848949
X35P_11H,0.999999999999999
X93P_23H_76P,1
X130H_220P,0.142857142857158
X165P_138H,0.142857142857158
X30H_68P,0.01246648279595
X32H_102P,1
X133P_42H,1
X174P_70H,0.999999999999999
X48P_61H,0.00031470477466134
X24P_27H_59P,0.999999999999999
X117P_23H_232P,0.139534883720956
X130P_99H,0.999999999999999
X3P_7H,4.67675368130877e-24
X62P_37H_26P,0.0243589103858442
X56H_99P,0.0626351936430116
X6P_4H,0.791562477762727
X161P_98H,0.142857142857158
X137P_38H,0.999999999999999
X192P_23H,1
X7P_16H_4P,5.09508095173184e-17
X51H_39P,8.38513190337038e-06
X188P_88H,1
X108P_93H,1
X113H_138P,0.265780730897061
X6P_119H,0.069498069498077
X116P_123H,1
X199P_74H,0.000217718639694128
X9H_11P,0.222298095273821
X64P_109H,0.00252381006243874
X75H_18P,0.00252381006243874
X54H_52P,0.999999999999999
X52P_31H,1
X73P_17H_36P,0.176062143046183
X120P_28H,0.265780730897061
X185P_70H,1
X65P_10H,4.26068212173686e-28
X44P_44H,1
X196P_115H,1
X60P_71H,1
X121P_23H_76P,0.999999999999999
X45H_157P,0.999999999999999
X144P_53H,0.340030839161471
X96P_82H_189P,0.999999999999999
X25P_91H,0.069498069498077
