Phylogroup,Country,Acquisition,Host,Infection_status,iutA,fyuA,iucA,iucC,iucD,iucB,allA,ybbW,allB,ybbY,allC,allD,allS,allR,kvgS,kvgA,rmpA2,rmpA,clbB,clbR,clbO,clbC,clbJ,clbP,clbK,clbL,clbM,clbG,clbH,clbF,clbN,clbD,clbA,clbQ,clbE,clbI,pcoA,pcoE,pcoS,pcoC,pcoD,pcoB,pcoR,mrkC,mrkD,mrkJ,mrkJ2,mrkH2,mrkB,mrkF,mrkA,mrkI,mrkI2,mrkI3,mrkI4,kfuB,kfuC,kfuA,pbrA,pbrR,pbrBC,mceI,mceG,mceJ,mceH,mceD,mceC,mceE,mceA,mceB,iroN,iroD,iroB,iroC,silE,silC,silS,silR,terZ,terD,terE,terW,terB,terA,terC,terX,terY,gcl,fdrA,ylbE,KP1_1364,glxK,arcC,glxR,ylbF,KP1_1371,hyi,irp1,ybtQ,ybtP,ybtE,ybtS,ybtX,irp2,ybtU,ybtA,ybtT,Aac3_IIa_AGly.match,Aac3_I_AGly.match,Aac6_32_AGly_1.match,Aac6_Ia_AGly.match,Aac6_Iaa_AGly.match,Aac6_Iai_e_AGly.match,AacAad_AGly.match,AacAad_AGly_3.match,AadA4_5_AGly.match,AadA_AGly.match,AadA_AGly_2.match,AadB_AGly.match,Aph3__Ia_AGly.match,Aph4_Ia_AGly.match,AphA6_AGly.match,ArmA_AGly.match,RmtB_AGly.match,RmtC_AGly.match,RmtF_AGly.match,StrA_AGly.match,StrB_AGly.match,OqxA_Flq.match,OqxBgb_Flq.match,QnrB_Flq.match,QnrB_Flq_1.match,QnrB_Flq_2.match,Qnr_A_Flq.match,Qnr_S_Flq_1.match,CatA1_Phe.match,CatA2_Phe.match,CatBx_Phe.match,CatBx_Phe_1.match,CmlA_Phe.match,FloR_Phe.match,SulIII_Sul.match,SulII_Sul.match,SulI_Sul.match,TetA_Tet.match,TetB_Tet.match,TetC_Tet.match,TetD_Tet.match,TetG_Tet.match,TetRG_Tet.match,TetR_Tet.match,Arr_Rif.match,Dfr16_Tmt.match,Dfr23_Tmt.match,DfrA19_Tmt.match,DfrA1_Tmt.match,DfrA1_Tmt_1.match,DfrA25_Tmt.match,DfrA27_Tmt.match,DfrA5_Tmt.match,DfrA5_Tmt_1.match,DfrA7_Tmt.match,DfrA7_Tmt_1.match,DfrA_Tmt.match,DfrA_Tmt_1.match,DfrB_Tmt.match,EreA_MLS.match,ErmB_MLS.match,MefB_MLS.match,MphA_MLS.match,MsrE_MLS.match,MphE_MLS.match,ACT_MIR_Bla_3.match,AmpH_Bla.match,CARB_Bla.match,CMY_Bla_1.match,CMY_MOX_Bla_1.match,CTX_M_1_Bla.match,CTX_M_8_Bla_1.match,CTX_M_9_Bla.match,DHA_Bla.match,IMP_1_Bla_3.match,KPC_1_Bla.match,NDM_1_Bla.match,OXA_1_Bla.match,OXA_48_Bla.match,OXA_7_Bla.match,OXA_9_Bla.match,SCO_1_Bla.match,SHV_OKP_LEN_Bla.match,SHV_OKP_LEN_Bla_1.match,SHV_OKP_LEN_Bla_2.match,TEM_1D_Bla.match,VEB_1_Bla.match,Col156.match,ColE10.match,ColRNAI.match,Col_IRGK_.match,Col_MG828_.match,Col_MGD2_.match,ColpVC.match,IncA_C..match,IncFI..match,IncFIA_HI1_.match,IncFIB_AP001918_.match,IncFIB_K_.match,IncFIB_Mar_.match,IncFIB_pKPHS1_.match,IncFIB_pQil_.match,IncFII.match,IncFII_..match,IncFII_K_.match,IncFII_pCRY_.match,IncFII_pKPX1_.match,IncFII_pMET_.match,IncHI1B.match,IncHI2.match,IncHI2A.match,IncI1.match,IncL_M..match,IncL_M_pMU407_.match,IncN.match,IncQ1.match,IncR.match,IncX3.match,rep..match,repA_1.match
X33P_23H_76P,1,0.280296908203964,0.525904642183862,1,0.715153691898072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.836580766813325,0.839693514112119,0.800365149202359,0.836580766813325,0.836580766813325,0.842776331148424,0.836580766813325,0.822932567118614,0.939061985573614,0.760976923767621,1,0.909311304660142,0.994881925114483,0.916704079494777,0.995420669839274,0.707940498638173,1,1,1,0.554697554697555,0.501571338780641,0.633474005567029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833438089252043,0.839693514112119,0.833438089252043,0.836580766813325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.386339828200293,0.311454311454312,1,0.225464667325133,0.0230762323785574,1,1,1,1,1,0.439675555954626,0.439675555954626,0.721020023345605,0.802011313639221,1,1,1,1,0.292059501361827,1,0.162970279249348,1,1,1,0.0906886953398574,1,0.0603394091766185,1,0.317859387626829,1,1,0.26578073089701,1,1,0.324234533536859,1,1,1,1,1,1,1,1,0.2049025769956,1,1,1,1,0.184071114303672,1,1,1,1,1,1,1,1,0.865583191164586,1,1,1,1,1,0.148753404567358,1,1,1,1,1,1,1,1,1,0.398401723983119,0.803807129388525,1,1,1,1,1,1,1,1,1,1,1,1,0.26578073089701,1,0.599952111580018,1,1,1,0.317859387626829,1,0.517823471311844,1,1,1,1,1,1,1,1,1,0.127203615575709,1,0.42216635239891,1,1,1
X57H_29P,0.00324240286200705,0.0463697384803935,0.00607096677625425,0.0880544434076092,0.148173887521844,1,1,1,1,1,1,0.765667219475432,0.744274085551402,0.744274085551402,0.744274085551402,0.765667219475432,0.765667219475432,0.765667219475432,0.765667219475432,0.196273053840239,0.196273053840239,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.38965223464679e-05,8.65726210561543e-05,0.00267738166210637,7.38965223464679e-05,7.38965223464679e-05,0.000101282626972195,7.38965223464679e-05,0.998837209724382,0.999613585136054,0.988661562234814,0.696786594848855,0.995955777875613,0.386851059077595,0.981277842501174,0.896958300361376,0.996255219590463,0.00058377591893294,1,1,0.572014956503718,0.942174532079207,0.217435689353095,0.744274085551402,0.765667219475432,0.721331647285652,1,1,1,1,1,1,1,1,1,1,1,1,1,5.61844520565886e-06,7.98080905610042e-06,6.29881408443111e-05,6.70089229318061e-06,0.301334813503845,0.467691931828956,0.301334813503845,0.301334813503845,0.301334813503845,0.301334813503845,0.301334813503845,0.403454949940112,0.403454949940112,0.765667219475432,0.765667219475432,0.765667219475432,0.721331647285652,0.744274085551402,0.765667219475432,0.744274085551402,0.765667219475432,0.765667219475432,0.920524188215041,1,1,1,1,1,1,1,1,1,1,0.0942295437064598,1,1,1,1,1,1,0.439063544262488,0.486952552108341,0.879370285285076,0.710180209219751,0.871759139975653,1,1,1,1,1,1,1,0.717839877741089,0.717839877741089,0.999909466601835,0.99949231528326,1,1,0.634824423339008,0.0267454805688111,0.0428727434111435,0.49825304542506,0.696786594848855,0.741202069976838,1,0.85565447383306,1,1,0.982483337336623,0.284492531374821,0.728554628532901,0.486952552108341,1,0.337105313999207,1,1,0.544059144892096,1,0.590807724366477,1,0.0105055221334291,0.104247104247103,0.238674132586235,1,1,0.821171444993747,1,1,1,0.104247104247103,1,1,1,1,1,1,1,1,1,0.714719118717089,1,1,1,0.910354297607488,1,0.140675792051317,0.0945581569334267,0.197988686360778,1,1,0.817406235332604,1,1,1,1,0.897668865482252,0.154207596159918,0.00568104095194983,0.822057840738498,1,1,1,0.670594329416193,0.104247104247103,1,0.029472690498842,0.541704651290455,0.741202069976838,1,0.16776466868772,1,3.45261538626674e-05,0.0398104087877444,0.696786594848855,0.197983139758296,0.00207676255508751,0.197988686360778,0.00376509594005193,0.0105055221334291,0.055145049243434,1,0.981996042491529,0.0555646648605085,0.197983139758296,1,0.541704651290455,0.634824423339008,0.0216597015519034,1,0.302184402481414,1,0.104247104247103,0.42592928738114
X74P_45H,0.409107050589787,0.24444974846364,0.08528747958893,1,0.284368028778541,0.415516902017346,0.396887264785118,0.537429792313787,0.300283270707056,0.537429792313787,0.415516902017346,0.228611538130991,0.222682818309063,0.222682818309063,0.222682818309063,0.228611538130991,0.228611538130991,0.228611538130991,0.228611538130991,0.999999999999988,0.999999999999988,0.999999999999869,0.318466553119829,0.426462185444685,0.426462185444685,0.417113071563414,0.426462185444685,0.999999999999894,0.426462185444685,1,0.426462185444685,0.426462185444685,0.426462185444685,0.426462185444685,0.426462185444685,0.426462185444685,0.426462185444685,0.426462185444685,0.426462185444685,0.417113071563414,0.417113071563414,1,1,0.82076332139417,1,1,1,1,0.740158555551957,1,0.318466553119829,0.730625671908125,0.631283369846264,1,0.624118472698263,0.285114155896779,0.279976209355092,0.426462185444685,1,1,0.582566753571144,1,0.325298104573918,0.533429356037598,0.53448079178358,0.734847331058468,1,1,1,1,0.999999999999988,0.999999999999988,0.999999999999988,0.999999999999988,0.999999999999988,0.318466553119829,0.320357585076326,0.318466553119829,0.53448079178358,1,1,1,1,0.549035653693667,0.545259458041354,0.549035653693667,0.549035653693667,0.549035653693667,0.549035653693667,0.549035653693667,0.337939188812696,0.337939188812696,0.228611538130991,0.228611538130991,0.228611538130991,0.218481225966379,0.222682818309063,0.228611538130991,0.222682818309063,0.228611538130991,0.228611538130991,0.216118920964405,0.396690812592551,0.399874845220748,0.399874845220748,0.396887264785118,0.399874845220748,0.394725849951607,0.453657688512767,0.399874845220748,0.396887264785118,0.399874845220748,0.041168630081083,1,1,0.999999999999869,1,1,1,0.521921702968434,1,0.0719344554603593,0.300873226475734,0.710463949751829,0.575121185965717,0.999999999999894,1,1,0.163254997227701,1,1,0.600939451086201,0.600939451086201,0.270949778572889,0.542119890016596,0.999999999999869,1,1,0.999999999999969,0.634396106707371,1,0.0217353338995851,0.631283369846264,1,0.695045747383109,0.358433063532117,1,0.041168630081083,0.206379571801772,0.819185088793745,1,1,0.0789157637589548,0.240304380696481,0.240304380696481,0.822323398334054,0.695045747383109,1,0.163254997227701,1,0.999999999999869,1,0.999999999999869,0.999999999999869,0.255664595531787,1,0.999999999999995,1,0.999999999999869,0.0459225113814276,1,1,1,1,0.22105313496823,1,1,1,1,0.999999999999894,1,0.191044865463507,0.201757569492587,0.999999999999869,0.10682228187442,1,1,1,1,0.215481207760555,1,0.240304380696481,1,1,0.465369052748077,0.289794217765501,0.285114155896779,0.677490316156261,0.240304380696481,0.999999999999869,0.999999999999869,0.300283270707056,0.999999999999869,0.00386100386100426,0.999999999999894,0.00012817909588626,0.358433063532117,0.319312725104082,0.133328276592349,0.999999999999869,0.0103722375674673,1,0.502940227925074,1,0.657856965945317,0.191044865463507,0.0344015504868597,1,1,0.999999999999869,0.340792216050581,1,1,0.999999999999869,0.999999999999969,1,0.426462185444685,0.999999999999869,0.113013057556927,0.999999999999894,0.999999999999869,0.999999999999995
X129H_131P,0.999999999999999,0.08108108108109,0.258687258687282,0.999999999999869,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.594594594594595,0.598455598455598,0.552123552123552,0.594594594594595,0.594594594594595,0.602316602316602,0.594594594594595,0.907335907335907,0.969111969111969,0.872586872586873,1,0.953667953667954,0.926640926640927,0.957528957528958,0.93050193050193,0.841698841698842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.590733590733591,0.598455598455598,0.590733590733591,0.594594594594595,0.204633204633205,0.200772200772201,0.204633204633205,0.204633204633205,0.204633204633205,0.204633204633205,0.204633204633205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.247104247104247,1,1,1,1,1,1,0.0888030888030883,1,0.216216216216217,0.16988416988417,1,1,1,1,1,1,1,1,1,1,0.849420849420849,0.895752895752896,1,1,1,1,1,0.0965250965250962,1,1,1,1,1,1,0.247104247104247,0.235521235521236,0.173745173745174,1,1,1,1,1,0.177606177606178,1,1,1,1,1,1,1,1,1,1,1,1,0.00386100386100585,1,1,1,1,1,1,1,1,1,0.93050193050193,1,1,1,1,1,1,1,0.00772200772200959,1,1,1,1,1,1,1,1,0.555984555984556,1,0.196911196911197,1,1,1,1,1,1,1,1,0.0463320463320456,1,1,1,0.366795366795367,0.0308880308880309,1,1,0.173745173745174,1,0.305019305019305,1,1,1,0.193050193050193,1,1,1,1,1,0.0656370656370656,1,1,1,1,1
X13P_3H_231P,0.999999999999999,0.652509652509722,0.617760617760684,0.999999999999869,1,0.123552123552124,0.231660231660232,0.1003861003861,0.081081081081081,0.1003861003861,0.123552123552124,1,1,1,1,1,1,1,1,0.0579150579150575,0.0579150579150575,1,0.127413127413127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.594594594594595,0.598455598455598,0.552123552123552,0.594594594594595,0.594594594594595,0.602316602316602,0.594594594594595,0.907335907335907,0.969111969111969,0.872586872586873,1,0.953667953667954,0.926640926640927,0.957528957528958,0.93050193050193,0.841698841698842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.127413127413127,0.131274131274131,0.127413127413127,0.0965250965250962,0.590733590733591,0.598455598455598,0.590733590733591,0.594594594594595,0.204633204633205,0.200772200772201,0.204633204633205,0.204633204633205,0.204633204633205,0.204633204633205,0.204633204633205,0.189189189189189,0.189189189189189,1,1,1,1,1,1,1,1,1,1,1,0.235521235521236,0.235521235521236,0.231660231660232,0.235521235521236,0.227799227799228,0.208494208494208,0.235521235521236,0.231660231660232,0.235521235521236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.849420849420849,0.895752895752896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.93050193050193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.223938223938223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.193050193050193,1,1,1,1,1,1,1,1,1,1,1
X49P_70H_237P,0.142857142857158,0.999999999999869,0.617760617760684,0.999999999999869,0.532818532818586,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.594594594594595,0.598455598455598,0.552123552123552,0.594594594594595,0.594594594594595,0.602316602316602,0.594594594594595,0.907335907335907,0.969111969111969,0.872586872586873,1,0.953667953667954,0.926640926640927,0.957528957528958,0.93050193050193,1,0.0656370656370656,1,1,1,1,0.393822393822394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.590733590733591,0.598455598455598,0.590733590733591,0.594594594594595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.142857142857143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.366795366795367,1,1,1,0.173745173745174,1,0.305019305019305,1,1,1,1,1,1,1,1,1,1,1,0.239382239382239,1,1,1
X2P_52H,0.444536612453227,0.874536471510914,0.021022771198117,0.293907629948543,0.28631131865419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.746068022264142,0.746068022264142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000893702813358649,0.00100866235348865,0.064545324288205,0.000893702813358649,0.000893702813358649,0.00113716280098973,0.000893702813358649,0.960329489950016,0.858891827447561,0.869841241859823,0.578954433973011,0.987597036528087,0.504889394248462,0.369082439158455,0.534849863797272,0.744254301131141,0.165200550424528,0.693616265652223,1,0.640673415237571,0.671278071855137,0.524302002986345,0.629432928351016,0.652996888266391,0.60475013700555,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000790969773304257,0.00100866235348865,0.0044208705218928,0.000893702813358649,0.868834938091876,0.859156233367564,0.868834938091876,0.868834938091876,0.868834938091876,0.868834938091876,0.868834938091876,0.826632742100689,0.826632742100689,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00655462673031154,1,1,1,1,1,1,0.308099552131345,1,0.330900318163669,0.147726195853774,0.0113719394575978,0.506011258178514,1,1,1,1,1,1,0.489805253869921,0.489805253869921,0.998140656876004,0.983116299355955,1,1,1,5.27708020326514e-05,0.112505924814756,0.148381080001093,0.578954433973011,0.663658744960441,1,0.789880410651072,1,1,0.84168215125416,0.238175110262153,0.987705670474575,1,1,0.386764046010093,1,1,0.988969573509899,1,0.00221484492714958,1,0.00691389063482087,1,1,1,1,0.433509168172265,1,1,1,1,1,1,1,1,1,0.956585847450303,1,1,1,0.191017808499026,1,1,1,0.25846386968395,1,0.0760801497008223,1,1,1,1,0.746068022264142,1,1,1,0.16297027924935,0.365728975145834,0.781872911473509,0.187439630000298,0.443684984459556,1,1,1,1,1,1,0.0196655799768641,1,1,0.237446414249713,0.63709274759819,1,0.000371438872959478,0.0226403342838098,0.578954433973011,0.141108172552439,0.0642010791663215,0.00691389063482087,0.0123750639808584,0.00691389063482087,1,1,0.951298792899095,1.34023577299469e-05,0.000132847621481427,1,1,1,0.789880410651072,1,0.642675817009751,1,0.0849420849420809,1
X66P_20H,1,0.0752547603366944,0.308210997966933,0.689445628693362,0.937351479893086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.674470040011055,0.681224198250373,0.597775286230999,0.674470040011055,0.674470040011055,0.687935060603541,0.674470040011055,0.612501090658011,0.853746570659167,0.502995470199662,1,0.78733853091369,0.681104437167237,0.80353891220821,0.959661685257785,0.419362384242791,1,1,1,0.869601214263179,0.826741779495673,0.920212407401067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.667674152638749,0.681224198250373,0.90779550646022,0.674470040011055,0.684887292617928,0.677087473128273,0.684887292617928,0.684887292617928,0.684887292617928,0.684887292617928,0.684887292617928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0984342502797048,1,1,1,1,1,1,0.0640592006985021,1,0.000408875370284239,0.201247503286728,1,1,1,1,1,1,1,1,1,1,0.439141049180998,0.574070712618861,1,1,1,1,0.580637615757208,0.400530847441095,1,1,1,1,1,1,0.761166354789769,0.0116970146315208,0.208832915223357,1,1,0.540340967850356,1,1,0.216481968572793,1,1,1,1,1,1,1,1,1,1,1,1,0.0193050193050195,1,1,1,1,1,1,1,1,1,0.69553461592078,1,1,1,1,1,0.333085238607081,1,0.0383107359851548,1,1,0.259701258507595,1,1,1,1,0.721658600335903,0.262953701915507,1,0.255551415881929,1,1,1,1,1,0.0193050193050195,1,0.128971110096721,0.21266146908631,0.0153355133186277,1,0.0193050193050195,0.605076179989466,0.146253429340833,1,1,0.618057269418172,1,0.482962344188887,1,1,1,0.661024500913558,1,1,1,1,1,0.289791658004942,1,1,1,1,1
X5P_21H_212P,0.069498069498077,0.366795366795405,0.258687258687282,0.999999999999869,0.532818532818586,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.907335907335907,0.969111969111969,1,0.0849420849420851,0.953667953667954,0.926640926640927,0.957528957528958,0.93050193050193,0.841698841698842,1,1,1,0.332046332046332,0.293436293436293,0.393822393822394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.849420849420849,0.895752895752896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.93050193050193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555984555984556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X55P_50H,1,0.00358891619988428,0.447416742139943,0.689445628693362,0.276752910625704,0.485675802994039,0.735367952856672,0.413340017367568,0.34703743026802,0.413340017367568,0.485675802994039,0.400530847441095,0.387498909341988,0.387498909341988,0.387498909341988,0.400530847441095,0.400530847441095,0.400530847441095,0.400530847441095,1,1,1,0.497004529800337,0.289791658004942,0.289791658004942,0.274871314685718,0.289791658004942,1,0.289791658004942,0.111410043768025,0.289791658004942,0.289791658004942,0.289791658004942,0.289791658004942,0.289791658004942,0.289791658004942,0.289791658004942,0.289791658004942,0.289791658004942,0.274871314685718,0.274871314685718,0.674470040011055,0.681224198250373,0.597775286230999,0.674470040011055,0.674470040011055,0.687935060603541,0.674470040011055,0.612501090658011,0.853746570659167,0.502995470199662,1,0.78733853091369,0.681104437167237,0.80353891220821,0.69553461592078,0.419362384242791,1,1,1,0.869601214263179,0.458931032056319,0.654253765404623,0.387498909341988,0.400530847441095,1,0.244278368059836,0.244278368059836,0.244278368059836,1,0.259701258507595,0.259701258507595,0.259701258507595,0.259701258507595,0.259701258507595,0.497004529800337,0.508132748167587,0.497004529800337,0.400530847441095,0.667674152638749,0.681224198250373,0.667674152638749,0.674470040011055,0.684887292617928,0.677087473128273,0.684887292617928,0.684887292617928,0.684887292617928,0.684887292617928,0.684887292617928,0.652756805813889,0.652756805813889,0.400530847441095,0.400530847441095,0.400530847441095,0.374241309977096,0.387498909341988,0.400530847441095,0.387498909341988,0.400530847441095,0.400530847441095,0.360755131312809,0.618057269418172,0.742016999267308,0.742016999267308,0.735367952856672,0.742016999267308,0.728582515750432,0.692535659301959,0.742016999267308,0.735367952856672,0.742016999267308,0.361026216217655,1,1,1,1,0.0383107359851548,1,1,1,0.707386878053992,0.60896339488051,1,0.110270209167218,1,1,1,1,1,1,1,1,0.439141049180998,0.574070712618861,1,1,1,1,1,1,0.360755131312809,1,1,1,0.21266146908631,1,0.0984342502797048,0.0868301952653681,1,1,1,1,0.163260333138825,0.163260333138825,1,1,0.146253429340833,1,1,1,1,1,1,0.0918795192624051,1,1,1,1,1,1,1,1,1,1,1,1,1,0.959661685257785,0.0570206438453659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.721658600335903,0.604899149727073,1,1,1,1,1,1,1,1,1,1,0.21266146908631,1,0.150263348824282,1,0.605076179989466,1,0.058965708327441,1,1,1,0.167727298614359,1,1,1,1,1,1,1,1,1,1,1,0.748531721508032,1,1,1
X117P_23H_76P,0.069498069498077,0.999999999999869,1,0.262548262548295,0.088803088803098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.907335907335907,0.969111969111969,1,0.0849420849420851,0.953667953667954,0.926640926640927,0.957528957528958,0.93050193050193,1,1,0.0501930501930502,1,0.332046332046332,0.293436293436293,0.393822393822394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.849420849420849,0.895752895752896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.93050193050193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555984555984556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X95P_62H,0.596669548711664,0.697045719654771,0.154063789833311,0.916227090894054,0.927630549468748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.804842444185765,0.804842444185765,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.497521277751726,0.80815212933381,0.478397767545375,0.497521277751726,0.497521277751726,0.531553514385562,0.497521277751726,0.978267685141321,0.813733358832116,0.906977589861126,0.67544474894076,0.977200638230496,0.12398390201524,0.304805747594032,0.440094796378128,0.965725627801955,0.236175998155518,0.382496675184077,1,0.515277138275225,0.513186138661351,0.29420059200678,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.480551695318329,0.51453155462741,0.644076762403792,0.497521277751726,6.63932224369541e-05,0.000287455289596266,6.63932224369541e-05,6.63932224369541e-05,6.63932224369541e-05,6.63932224369541e-05,6.63932224369541e-05,0.00072611633524277,0.00072611633524277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.159445045516993,1,1,1,1,1,1,0.700422898913566,0.11308097113837,0.703509662915771,0.462046959995682,0.559905203621872,0.969746601441027,1,1,1,1,1,1,0.931913417436141,0.931913417436141,0.992718329083097,0.961535334646602,1,1,0.0503132461695871,0.527509662613611,0.617694944837611,0.0886131557660912,1,0.727149693685987,1,0.844293946310662,1,1,0.995692489752308,0.41423291948984,0.867821060628606,0.473391826613407,1,1,1,1,0.878399982171195,1,0.576258665677285,1,1,1,0.225110468310255,1,1,0.553589967604582,1,1,1,0.100386100386099,0.745858762138367,1,1,1,1,0.6743428221196,1,1,1,0.440094796378128,1,1,1,0.901474298785588,1,0.037127381215484,0.0163253654179302,0.191044865463468,1,1,0.804842444185765,1,1,1,0.191044865463468,0.199403262521013,0.890348653281529,0.265032083322435,0.230245990120147,1,1,1,1,0.100386100386099,1,0.0273652273471295,1,0.727149693685987,1,0.753674911744047,1,0.0179945485655932,3.43864393596931e-07,0.67544474894076,0.576258665677285,0.140358700635686,0.191044865463468,0.057496747721333,0.191044865463468,0.0033887178574311,1,0.100482994519448,0.620152190348164,0.576258665677285,1,1,1,0.0184047892074685,1,0.261558624384792,1,1,1
